comments,extremist
"নির্বাচন সুষ্ঠই হয়, দুর্বল সাংগঠনিক অবস্থা নিয়ে জনবিচ্ছিন্ন বিএনপি জামায়েত সরকারের উন্নয়নের জোঁয়ারে মাঠেই দাঁড়াতে পারেনা।",0
হালায় তুই কি উগান্ডায় থাকিস।বয়স ৩৫ হলো আজও ভোট দিতে পারিনি।এদেশে কোন দলীয় সরকারের অধীনে সুষ্ঠু নির্বাচন সম্ভব নয়।,1
 সুষ্ঠু নির্বাচন হলে জনগন বুঝাই তো কে কে অবশিষ্ট থাকে।,0
"দিনের ভোট রাতে করিস আবার বড় গলায় কথা বলিস, লজ্জা আছে রে তোদের। ভোট চোর, ভোট চোর",1
যারা মিরজাফর আর মোশতাক দেখে নাই তারা দেখুক এদের প্রতিচ্ছবি।,1
অপেক্ষার এদেশের মানুষ তোদের পরাজয়ের,0
মোস্তাক যেমন শেখ মুজিবুর রহমানকে হত্যা করেছে আরো কিছু মোস্তাক জন্ম হয়েছে আওয়ামী লীগ কে ক্ষমতা থেকে ক্ষমতা থেকে চিরতরে বিদাই করার জন্য।,0
"এক হাত কেনো,দুই তিন হাতও নিতে পারেন।সুযোগ যেহুতু পাইছেন ধানের শীষের কল্যানে",0
"চারিত্রিক দোষ শুধু নয়, সুলতান মনসুরের জম্মতে কোনে দোষ আছে নিশ্চয়ই",1
জম্মে দোস হলে এমনটা স্ভাবাবিক,1
মুনাফেকর ব্যক্তিত্ব বলে কিছু আছে,1
কেমনে পারে মানুষ এরকম পল্টি দিতে!,0
ডাকু মনসুর সময় ঘনিয়ে আসছে!,1
বিএনপি ক্ষমতায় তেল লাগাইবে কমরে,0
মুনাফেকদের কি ইমান আছে নাকি,1
এটা হইলো মিরজাফরের বাচ্চা মিরজাফর,1
"বাংলার মীর জাফর,",1
দালালদের চরিত্র যুগে যুগে এমনি হয়,1
"সুলতান মনসুর, উকিল আব্দুস সাত্তার এরা শ্রেষ্ঠ মুনাফিক এবং মীরজাফরের বংশধর।",1
আওয়ামী দালাল,1
উনি আর আপনার (রিপোর্টারের) মধ্যে কোন পার্থক্য নেই ।,0
"এইবার ঠিক আছে,,, মীরজাফর আলী খান।। বাসায় কি এই ভাবেই পল্টি মারেন??",1
জন্মদাত্রীর সাথে বেয়াদবি করার শামীল।,0
"এদের লজ্বা শরম কম,,,, নিজে ধানের শীষ প্রতীক নিয়ে জয়লাভ করেছে,,,,",1
ভাল উদ্যোগ।,0
চুরি করার নতুন ধান্দা।,1
সেই তিব্রোর মাত্রা কতখানি পারবেন তা সরকার বুঝে ফেলেছে বহু আগে।,0
স্বৈরাচার নিপাত যাক গণতন্ত্র মুক্তি পাক,1
শীত কালিন কম্বলের ভিতর থেকে এরকম হুংকার সবাই দিতে পারে। এবার একটু বাহির হয়ে দেন।,0
মির্জা ফখরুল সাহেব আপনাদের এই ডায়লগ আর কারো শুনতে ইচ্ছা করেনা নতুন কিছু বলেন এই কথাতো 15 বছর ধরে শুনতেছি প্লীজ নতুন কিছু বলেন,0
"ছোটবেলায় শোনা কথা, এখনো শুনেই যাচ্ছি ",0
ইনশাআল্লাহ এই জালিম সরকারের পতন হবেই হবে,1
"তীব্র শীত পড়ের এখন স্যার আন্দোলনের দরকার নাই, ঈদের পরে করিয়েন।",0
এমন আরো জোক্স শুনতে চোখ রাখুন ফেসবুকের পর্দায়।,0
এই সো** কথা আর কতো কাল শুনবে জাতি???,1
খুবই গুরুত্বপূর্ণ একটি কথা বলার জন্য ধন্যবাদ আপনাকে,0
"বন্ধু ওই এক দেশই ছিলো ""পেয়ারে পাকিস্তান"" ",1
তুলা দিয়ে আমরা কি করবো।এখন খাবার আনেন আগে খেয়ে বাইচ্চা লই। তার ঘুমানোর চিন্তা।,0
জল্লোশ্বাস না হওয়া পযন্ত সাইক্লোন সেন্টৈরে যাহ্যবে না,0
বাসায় গিয়ে শান্তিতে ঘুমান স্যার এই শীতে বাইরে থাকলে অসুস্থ হয়ে যাবেন,0
এক আপুই সব আওয়ামী লীগের জম।,0
আওয়ামীলীগ পারবেই ক্ষমতা দেখাতে আর কি পারবে তাদের কাছে মানুষের দাম আছেনি সন্ত্রাসীর জাত ধর্ম নাই তেমনি আওয়ামীলীগের কাছেও নাই,1
রুমিন ফারহানা ধর্ম ও জাতি নিয়ে আসলে রাজনীতি করে তবে ইদানিং বেশি পরিচিত ফেসবুক বক্তা হিসেবে ,1
ওকে পুলিশ ছারা আইয়েন কিন্তুু,0
রুমিন ফারহানা ১বার মুইতা দিলে পুরা বি বাড়িয়া র আওয়ামী লীগ ভাইসা যাইবে,1
রুমিন ফারহানা এখনো বিয়ে করে না এখনো নাকি গোপনে মিটিং করে ,1
বাংলাদেশে গণতন্ত্র থাকলে সে বিদেশি দের কথায় চলবে। বাংলাদেশে গণতন্ত্রই তো নাই। গনতন্ত্র থাকলে ভোট চুরি হতো না। কথায় আছে না চোরের মায়ের বড় গলা,1
আমি ইলিয়াস হোসেন বলে রাখলাম একদিন এই সরকারের পতন আসবে।এত ভয়ানক ভাবে পতন হবে যে সব মানুষ মনে রাখবে।,0
ইনশাআল্লাহ এই দাবি জনগনের দাবি,0
"এজন্যই তো ভারতের দালালি করেন,লজ্জা থাকা দরকার,",1
শুধু ভারতের ফরমায়েশ চলবে এখানে,0
হুম আমাদের গনতন্ত্র তো মায় বানায় পুতে বেছে অন্যের কথা শুনবো কেন,1
তাইলে গোসনা দেও রাজতন্ত্র,0
যদি দেশে গণতন্ত্র থাকতো তাহলে চলতো,0
শুধু ভারতের ফরমায়েশে চলবে তাই না কাকু!,0
সময় হলেই বুজবে কাওয়া,1
তাহলে এতদিন দুলাভাইয়ের পরামর্শে কিভাবে চালিয়েছো। কা-কা...,0
লুটপাট কারিগরি চামচাদের একদিন পতন হবেই ইনশাআল্লাহ ?,1
তার মানে ফরমায়েশ দিয়ে গেছে,0
আসুন সবাই কে জেলে ডুকিয়ে আমরা ডিজিটাল বাংলাদেশ গড়ি।,1
মাননীয় নিশি রাতের প্রধানমন্ত্রী আপনার প্রধানমন্ত্রীত্ব টা ওবায়দুল কাদের কে দেন দেখেন উনি কিভাবে স্মার্ট বাংলাদেশ গড়ে দেয় আপনার দ্বারা হবে না,0
"এক হবেন কিভাবে ? আপনি প্রধান মন্ত্রী, সবাইকে কি প্রধান মন্ত্রী বানাবেন নাকি আপনি মন্ত্রীত্ব ছেড়ে জনগনের কাতারে আসবেন ? কোনটা ?",0
স্বাধীন বাংলাদেশ শেষ ডিজিটাল বাংলাদেশ শেষ এখন হবে স্মার্ট চুরির বাংলাদেশ।,1
বিরোধী মতাদর্শের সকলকেই দেশ থেকে বের করে দিন।,0
বিরোধী মতাদর্শের সকলকেই দেশ থেকে বের করে দিন।,0
তুমি আমাদের ক্ষমা করে দাও ভুল হয়ে গেছে সিটি...,0
"স্মার্ট বাংলাদেশ নয়,আমরা সোনার বাংলাদেশ গড়তে চাই।",0
আসুন সবাই মিলে লজ্জা পোষণ করা শিখি। তবেই এই দেশ এবং মানুষের কল্যান হবে ইনশাআল্লাহ।,1
যার কথায় আস্থা রাখা যায় না !,0
"আমি নাই, পরে এক করে কাকুর মতো মঞ্চে উঠিয়ে টুস করে ফেলে দিবেন, সেটার মধ্যে আমি নাই, !!",0
স্মার্ট নয় 'নগদ' বাংলাদেশ জরুরী!,0
যারা স্মার্ট চান তারা হাহা দিয়ে পাশে থাকুন ,0
"আমি জামুনা, আমার শরম করে",0
পৃথিবীতে একটি জাতি গোষ্ঠী আছে সেটা হল আওয়ামী লীগ যার লজ্জা নাই শরম নাই,1
আগে আমাকে একটা মোবাইল গিফট করেন,0
আগে পদত্যাগ করে নিরপেক্ষ তত্ত্বাবধায়ক সরকারের অধীনে নির্বাচন দে তার পর জনগণের রায়ে স্মাট বাংলাদেশ নাকি কোন বাংলাদেশ জনগণ ই সিদ্ধান্ত নিবে,0
আপনি একাই পারেন আমাদের লাগবেনা,0
আসুন সবাই মিলে যেটুকু বাকি আছে খেয়ে দেই ,0
এমনিতেই স্টেজ ভেঙে পড়ে আরো স্মার্ট করতে গেলে বিল্ডিং ভেঙ্গে পড়বে ,0
দুইশ টাকা করে চাউলের কেজি কিনি,0
ডিজিটাল বাংলাদেশে ডিজিটাল চোর ভোট চোর। আবার স্মার্ট বাংলাদেশে আবার কি চুরি হয় তা তো বলা যায় না,1
"আর একবার ভোট চুরির ধান্দা,সবাই চুরির হেল্প করবে!",1
আপনাকে সঙ্গে নিয়ে চলতে আমরা লজ্জা পাচ্ছি ।,1
মাফ করেন পিএম!!এক ডিজিটালের জ্বালা সহ্য করতে পারছি না এরপর আবার স্মার্ট,0
আপনি কি নির্বাচনের মাধ্যমে সম্পাদক হয়েছেন?নিজের দলের বিষয় বাদ দিয়ে পুরো নাগরিকদের ভোটের অধিকার ফিরিয়ে দিন।,0
"লোক দেখানো সম্মেলন, চাবি ঐ একজনের হাতেই",0
স্যার আপনি কত ভোটে নির্বাচিত হয়েছেন?,0
তুমি আসলেই একটা বিনোদন,1
কাদের সাহেব আপনার সাথে এই ভদ্র মানুষটা তুলনা দিয়েন না।কই জুতার খালি কই লিয়াকত আলী,1
আর আওয়ামী লীগ এখন পোশাক খুলে উদাম রাখছে জনগণকে ,1
এখন গনতন্ত্র ন্যাংটা করে দিয়েছেন কাদের ভাই।,1
আওয়ামী লীগ যে মিথ্যা বাদী তা প্রতিনিয়ত প্রামানিত হচ্ছে,1
"আর আওয়ামীলীগ বস্ত্রহরন নয়,,,, বস্ত্র খুলে একেবারে ন্যেংটা মানে উলংগ করে শেষ করে দিয়েছে।",1
তাই তো রাতের গনতন্ত্রে বস্ত্রহরণ ধরা পড়েনি,1
এরা মনে হয় কমেন্ট গুলো পড়ে না. পড়লে বুঝত এদের অবস্থান কোথায়?,0
বাকি কাজ আওয়ামী লীগ এরে সম্পন্ন করছে্,0
"নতুন কথা কও।দেশে পাঠ্যপুস্তকে তো নাস্তিকতার গন্ধ পাওয়া যাইতেছে,এগুলো দায় কে নেবে।",1
এখন গুজব লীগ গনতন্ত্র কে প্রতিদিন ধর্ষন করতেছে ,1
পরিক্ষাবিহীন শিক্ষা ব্যবস্থা বাদ দেন,0
তারা ঘুম থেকে উঠার আগেই তোমরা কাম সাইরা দিবা ,1
রাতে অটোমেটিক হয়ে যাবে,0
পর্যবেক্ষণ দলের কি রাত জাগার অভ‍্যাস আছে নি,0
রাতে কিবাবে চুরি হয়,1
এখানে কোন বিরোধী দল আছে যে ঐক্যবদ্ধভাবে কাজ করতে হবে,0
আমানের মতো লোক থাকলে সম্ভব হবে কি??,0
বিরোধী নেতা কর্মীদের যেভাবে সম্মান করছে??,0
আর ভিন্নমতের আন স্মার্টরা স্মার্টদেরকে নিয়মিত ঘৃণা করতেই থাকবে।,1
জাতীয় পার্টি নয়। এটা হলে দালাল পাঁর্টি।,1
চোখে জল এসে গেলো ,0
হিরো আলম বুঝি গেল।যদি সিসি ক্যামেরা থাকতো তাহলে একটু ভরসা করা যেত,0
তোমাদের চাওয়াদের চাওয়ার কি আছে।,0
"দলীয় সরকারের অধীনে কোন নির্বাচন সুষ্ঠু হয় নি, হবেও না। এটা সম্ভব না।",1
জায়েজ করে দেওয়ার জন্য..!,0
এটা সত্য। এজন্যই ডারউইনের বিবর্তনতত্ত্ব সম্পর্কে জানা দরকার।,0
জি ৮ মাসের মুক্তিযাোদদা ও আমদানি হয় এখন,0
"এত দিনে বুঝলাম কানাডা,আমেরিকা,দুবাই মালয়েশিয়া কেন এত এত বেগম পাড়া নামের গোয়াল ঘর হচ্ছে।",1
আপনার আশেপাশে যারা দাড়িয়ে আছে সেখান থেকে কিছু রপ্তানি করা যেতে পারে,0
তা তো কানাডার বেগম পাড়া দেখলেই বুঝা যায় ,1
পরিবর্তন হলে কিছু বিনামূল্যে রপ্তানি হয়ে যাবে।,0
যারা রাতে ভোট দিতে যায় এইগুলা রপ্তানি করা হোক।,1
নিশ্চিত আওয়ামী লীগ ছাড়া অন্য কারো এই দুঃসাহস নাই।,1
"যে দেশের শাসক জনগণের প্রতি দায়িত্বশীল নয় আবার শিক্ষক,",1
শিক্ষকেরা এখন ও পুরোপুরি আওয়ামী লীগ হয় নাই প্রধানমন্ত্রী এটা বুঝাচ্ছেন।,0
মিথ্যা মামলায় অভিযুক্ত তীব্র নিন্দা জানাই,0
"সংগ্রামী, বিপ্লবী সাহসী নেতা",0
এই ধরনের মীর জাফর আছে বিধায় বাংলাদেশ বারবার হোছট খায়।,1
আওয়ামী লীগের জামানত বাজেয়াপ্ত হয় তাই আবদুস সাত্তারের শরণাপন্ন হয়েছে।,1
সাদা মনের মানুষটি জীবনের শেষ প্রান্তে এসে ডিগবাজি দেখাল।,0
অনেক ষড়যন্ত্র করেও এক যুগেরও বেশি সময় ধরে কোনো লাভ হয়নি বিএনপির বাকি সময়েও লাভ হওয়ার সম্ভাবনা নেই।,0
বাংলাদেশের রাজনীতির ইতিহাসে বিএনপির মতো এমন ব্যর্থ রাজনৈতিক দল আর আসেনি।,0
বিএনপি দলটি আন্দোলনে যেমন ব্যর্থ হচ্ছে নির্বাচনেও তেমনিভাবে ব্যর্থ হবে।,0
"গণতন্ত্রের অর্থও বোঝে না, সে শিক্ষাই বিএনপির নেই।",0
নিজেদের অপরাধকে ঢাকার জন্য এবং যেকোনো উপায়ে রাষ্ট্রক্ষমতা দখলের জন্য বিএনপি ক্রমাগত মিথ্যাচারের রাজনীতি করে যাচ্ছে।,1
প্রতিটি বিষয় নিয়ে বিএনপি ভালো মিথ্যা বলতে পারে।,1
দেশের মানুষ বিএনপিকে ত্যাজ্য করেছে।,0
বিএনপি আয়নায় নিজেদের চেহারা দেখে না বলেই সব সময় অপপ্রচার চালায়,1
"বিএনপি করে নালিশ, অভিযোগ ও স্বার্থের রাজনীতি।",1
"বিএনপি গনতন্ত্র বোঝে সন্ত্রাস, দুর্নীতি, জঙ্গিবাদ আর বাংলা ভাই সৃষ্টি, মানুষ হত্যা আর নির্যাতন, মানুষের ঘর-বাড়ি এবং ব্যবসাপ্রতিষ্ঠান দখল।",1
ভুতের মুখে রাম রাম যাদের দলের গটন তন্ত্র নাই তাদের মুখে গনতন্ত্র কথা কেমন যানি মসকারা মনে হয়,0
বিএনপি এখন ষড়যন্ত্রের পথ বেছে নিয়েছে।,1
জাতি কারা? মাঠে ময়দানে দেখি নাতো?,0
ফখরুল আবোলতাবোল কথা বলে দলে ঠিকে থাকতে চায় কিন্তু দলকে এগিয়ে নিতে তাঁর কোনো চিন্তা ভাবনা নেই,1
বিএনপি রীতিমতো পয়সা খরচ করে দেশের বিরুদ্ধে অপপ্রচার চালাচ্ছে।,1
"ঠিক বলছেন,এক দফা এক দাবি,জালিম তুই কই পালাবি,",1
বিএনপির কেন্দ্রীয় দালাল নেতাদের ভুলের মাশুল দিচ্ছে দেশের জনগণ।,1
পৃথিবীতে একটি জাতি গোষ্ঠী আছে সেটা হল আওয়ামী লীগ যার লজ্জা নাই শরম নাই,1
পাগলের কথা শুনে মন চায় নতুন জুতা খুলে হাতে নিয়া হাটি ,0
"বিরোধীদলতো জাতীয় পার্টি, তাদেরতো কোন কর্মসূচি নেই।।।",0
শুধু পরিবহন ধর্মঘট আর পুলিশ দিয়ে হালকা পেদানি দিচ্ছে! আর কিছু খুচরা মামলা দিয়ে তাদেরকে পাইকারি হারে গ্রেফতার করছে।,0
"সরকার তো বাধা দেয় না! তবে কোন একটা দলের লোকজন বাধা তো দূরে থাক, কোনো কর্মসূচিই করতে দেয় না!",0
বাঁধা দেওয়া হচ্ছে না ঠিক কিন্ত কোর্টে হাজিরা দিতে দিতে জান শেষ।,0
পুলিশ কোন কর্মসূচি করতে দেয় না,0
মিথ্যে কথার খুব শক্ত বিচার হবে।,0
"শুধু দালাল না, প্রথম শ্রেণির অমানুষও বলা যায়।",1
যে দেশে একটা শিক্ষকের এই অবস্থা তা হলে সাধারন মানুষের কি অবস্থা তা উপর আল্লাহ ভালো জানে,0
"মানুষ গড়ার কারিগরকে এভাবে অপমান করা হল, এটার বিচার চাই।",0
কিছু বলার নাই এটা আওয়ামীলীগের জাহেলিয়ার যুগ।,1
লীগের চামচাদের পাওয়ার এত বেশি যে বলার ভাষা নেই।,1
আমরা আওয়ামী লীগের নেতা সব কিছু সম্ভব,0
হেতেরে ধরে নিয়ে ডিম থেরাপি দেওয়া উচিত,1
এই পতি নেতার ডিম থেরাপি দেওয়া হোক,1
আমরা সাধারণ জনগণ‌‌‌ এই ঘটনার তীব্র নিন্দা জানাই,0
"শুধু দালাল না, প্রথম শ্রেণির অমানুষও বলা যায়।",1
যে দেশে একটা শিক্ষকের এই অবস্থা তা হলে সাধারন মানুষের কি অবস্থা তা উপর আল্লাহ ভালো জানে,0
"মানুষ গড়ার কারিগরকে এভাবে অপমান করা হল, এটার বিচার চাই।",0
লীগের চামচাদের পাওয়ার এত বেশি যে বলার ভাষা নেই।,1
"অপরাধীদের কে আইনের আওতায় আনা হোক,,",0
দেশে আইনের শাসন থাকলে এই অবস্থা হইত না,0
দেশে কোন বিচার নাই।,0
এদের সরাসরি ফাঁসি দিতে হবে,1
ওদের ফাঁসি দিতে হবে,1
ফাঁসি দেওয়া হোক,1
দুই হাত কেটে দেওয়া হোক,1
চোখে পানি ধরে রাখতে পারিনি,0
বিচার একদিন বাংলার মাটিতেই হবে।,0
আপনার এই ভিডিও দেখে কান্না ধরে রাখতে পারলাম না,0
আল্লাহ উনাকে নেক হায়াত দান করুক এবং দীর্ঘজীবী হোক।,0
দেশে বিচার নাই। ,0
এদের বেচে থাকার কোন অধিকার নেই।,1
প্রতিটা ডাকাতের গোপনাঙ্গ কাটা হোক ফাঁসি পরে,1
একজন দেশপ্রেমিক দায়িত্বশীল নাগরিকের মতো কথা বলার জন্য আপনাকে অনেক ধন্যবাদ,0
সত্য ও সঠিক কথা বলার জন্য ধন্যবাদ।,0
কুলাঞার দের কে আঠক করে রিমান্ডে নিয়ে জিজ্ঞেস করা হোক তাদের আসল পরিচয় বাহির করা হক,1
আপনার প্রতি দোয়া এবং ভালবাসা রইল,0
আপনাকে অসংখ্য ধন্যবাদ আপনি সঠিক বিষয় তুলে ধরেছেন,0
গজব পড়ুক এই সরকার এর উপর,1
"খুবই দুঃখজনক, এমন কর্মকান্ডের জন্য ধিক্কার জানাই",0
বলার আছে অনেক কিছু,0
কোনো কথা নেই ফাঁসি চাই ফাঁসি চাই ফাঁসি চাই,1
সঠিক কাজ করেছেন তাকে পুরস্কার দেওয়া দরকার,0
পুলিশ ভাইদের চোখে কি এইগুলা পড়ে না?,0
আগে পুলিশেরে ডিম থেরাপি দেওয়া দরকার,1
বদলি করে লাভ কি চোর চোরেই থাকবে,1
মাতাল মন্ত্রীর গুজব শুনতে মজাই লাগে।,1
এই সব কথা বলে আমাদের বুঝাতে হবে না,0
শুধু আগের রাতে ভোট চোরেরা আইনের উর্ধ্বে কি??????,1
"মাল খেয়ে টালমাটাল, চোখ মুখের কি একটা অবস্থা",1
মন্ত্রী ۔۔۔মাতাল না মেন্টাল ?,1
মানুষ নয় জানোয়ার,1
এই মন্ত্রী কয় বতল খেলো,1
বিরোধী দলের মানুষ গুলো গুম করলো সেটা কোন আইনে গুম করলেন।,0
"আপনার কাছে আসতে আসতে তো ঘটনাই শেষ,,, ভূয়া মন্ত্রী",1
আচ্ছা উনার চোখগুলো এমন থাকে কেন,0
মাতাল মন্ত্রী।,1
ভোট চোর ভোট চোর,1
আল্লাহ তুমি আমাদেরকে হেফাজত কর। আমিন,0
প্রত্যেকটা অফিসে এমন রিপোর্ট করা হোক যেখানে দুর্নীতি চলে,0
তাদের পরিবারের উপর তোমার গজব নাজিল কর,1
"পুলিশের কারণে দেশের অপরাধ বন্ধ হয় না, তারা নিজেরাও অপরাধ করে, অপরাধীদের ও অপকর্ম করতে সহযোগিতা করে।",1
এই রকম পুলিশ কে সাধারণ জনগণের সামনে এনে ফাঁসি দেয়া হোক,1
এটিতো একমাত্র ঘটনা নয়; এমন ঘটনা ঘটতে থাকলে সাধারণ মানুষের নিরাপত্তা কোথায়?,0
মানুষ পুলিশ দেখলে মন থেকে বলে একজন চোর আসতেছে অথবা একটা বাটপার আসতেছে,1
এই রকম ঘটনা নিশ্চয়ই অসংখ্য বার ঘটছে বিভিন্ন মানুষের সাথে।,0
ফাসি দেওয়া হক।,1
আপনার কথা গুলো খুব ভালো লাগলো,0
তোকে মেরে ফেলব,1
মেরে ফেলতে হবে,1
পুলিশ কি আসলেই জনগণের নিরাপত্তা দেয় ?,0
এরকম হয়রানির স্বীকার যেন সাধারণ মানুষ না হয়।,0
ওরা কি আইনের বাহিরে?,0
আইন মানি না,1
এই হলো আমাদের সোনার বাংলার পুলিশ,0
একদম সঠিক কথা বলেছে।,0
এ রকম ঘটনা তো প্রতিনিয়ত ঘটছে,0
আমি আইন মানি না,1
আইন আমি মানি না,1
তিনি সত্য কথা বলেছেন।,0
আমি বাংলাদেশের নাগরিক হিসেবে বলতে চাই,0
পুলিশকে আইনের আওতায় আনা হোক,0
ফাঁসি চাই এই সকল পুলিশ কর্মকর্তার।,1
"তীব্র নিন্দা জানাই,,,,,,ঘটনা তদন্ত করে সাজা দেওয়া হোক",0
এইটাই পুলিশ সরকারি গুন্ডা,1
সরকারি গুন্ডা এইটাই পুলিশ,1
পুলিশ সরকারি গুন্ডা,1
পুলিশ গুন্ডা,1
কুলাংগার পুলিশ সদস্য,1
কুলাংগার পুলিশ,1
পুলিশ কুলাংগার,1
এর বিচার চাই,0
এটা খতিয়ে দেখা দরকার,0
এগুলি আওয়ামী পুলিশ জার জন্য কোন জবাব দিতে হয় না।,1
এভাবে কত লোক কে ফাসানো হয়েছে আল্লাহ ভালো জানে।,0
একটি মানুষের জীবন তাদের কাছে তুচ্ছ।,0
এদের শাস্তির আওতায় না আসার কারনে বার বার এরা সাহস পায়,0
কবে আসবে আমাদের মন মানসিকতার পরিবর্তন,0
আমাদের দেশে কি কোন আইন আছে,0
মানুষ কোথায় নিরাপদ মনে করবে,0
পুলিশ নিজেই মাদক ব্যবসায়ী বা নিজে মাদক সেবনকারী।,1
পুলিশ নিজেই মাদক ব্যবসায়ী,1
পুলিশ নিজেই মাদক সেবনকারী।,1
এরকম ঘটনা বাংলাদেশে আরও অনেক আগথেই অহরহ হচ্ছে।,0
এই ধরনের ঘটনা বাংলাদেশে খুবই সাভাবিক,0
পুলিশ টাকা খাওয়ার এসব ধান্দায় করে।,1
"অনেক নিরীহ মানুষ এদের ধারা হয়রানির শিকার হয়,",0
আইনজীবীর কথা খুবই ভালো লাগলো,0
আমরা ভয়াবহ বিপদে আছি।,0
এডভোকেট এর কথা গুলো অনেক ভালো লাগলো একদম ঠিক কথা বলছে,0
অভিযোগ পেলে ব্যবস্থা নেওয়া হবে,0
যারা এই ঘটনার সাথে জড়িত তাদেরকে জনসম্মুখে ক্রসফায়ার দেওয়া হোক,1
জনগনকেই সচেতন হতে হবে এবং জনগনকেই এই দেশটাকে ঠিক করতে হবে,0
সবাই আমরা সচেতন থাকলে কেউই আমাদের ক্ষতি করতে পারবে না।,0
কোন দেশে যে বাস করছি!,0
এমন অন্যায় মেনে নেওয়া যায় না,0
আমাদের ত বাঁচার কোনো উপায় থাকছে না!!,0
মাফিয়া সরকার,1
টাকার মোহ এখনো কাটেনি চেহারাই দেখায় বাটপার বাটপার,1
চেহারাই দেখায় বাটপার বাটপার,1
চুরির ভাগ না পেয়ে কান্নাকাটি,1
আমরা ভোট দিতে চাই।,0
অনেক বড় মাপের চোর।,1
তাহলে এখনোই ভোট চোরের দল কে তালাক দেন দাদা,1
"মোটামুটি কিছু সত্যি কথা বলেছেন,,,",0
আপনার বক্তব্য মধ্যে থেকে অনেক কিছু জানতে পারলাম,0
মালু একটু মাল বেশী খেয়েছে মনে হয়,1
এনাদের জন্য এখন মায়া লাগে,0
ওরেও ডিম থেরাপি দেওয়া হবে।,1
দারুন সব জোকস বলে লোকটা,0
তো কি কারনে করেছে?,0
"তবে দিনের আলোতে নয় রাতের আধারে,জনগনের ভোটে নয়, পুলিশ+ প্রশাসনের সহযোগিতায়।",1
এবার জনগণ খেলবে বাকশালিদের সাথে ইনশাআল্লাহ,1
রাতের ভোটের মত ,1
বিষয়টি নিশ্চিত করেছেন দুর্নীতি দমন কমিশনের উপপরিচালক মো. আবুল হোসেন,0
এগুলো বাসি কথা। থাকলে নতুন কিছু বলেন,0
দেশকে দেউলিয়া করে দিয়েছেন,1
"আওয়ামীলীগের সব নেতা মন্ত্রীরা.আজ কাল একসুরে কথা বলতেছে,এবং উস্কানি ও দিচ্ছে, তার মানে কিছু একটা ঘটানোর চেষ্টা চলছে,,,",1
"আর আপনারা ঠেইলা দেশ কি আগাইয়া নিয়া গেছেন, জনগন তা জানে",0
"যাক হারুন সাহেব ১ ভাগ কথা যেহেতু সত্য বলেন তাহলে আমরা হারুন সাহেবকেই সত্যবাদী বলে মেনে নেবো, কারণ আওয়ামীরা একশভাগই মিথ্যা বলে।",1
জনগণ বাশি খবর পছন্দ করে না। গতকালের খবর আজকে কেন,0
১০১ ভাগ কথা সত্য কার? জাতি জানতে চায়।,0
সাংসদ হারুনের কথা মিথ্যা আর উনাদের কথা সত্য কি হাস্যকর মন্তব্য!!,0
সত্যি কথা যদি কেউ বলে বাংলাদেশের তাহলে এ লোকটা। তাকে মেডেল এখনো দিচ্ছে না কেন,0
৯৯ % সত্যি কথা বলে আমাদের তথ্য মন্ত্রী,0
একদম হানডেট পারসেন্ট সিওর সত্যি কথা,0
"যাক মাশাল্লা আমরা একজন সত্যবাদী, আল্লাহর ওলির চেহারা দেখলাম।",0
হারুন তো সংসদে পিরে কামেল আর তার বউয়ের তো বাজারের মেয়ের মতো কথা বার্তা।,0
"আপনারা তো বিনা ভোটে,১৪ সালে,রাতের ভোটে ১৮ সালে,২০০৮ সালে পিছনের দরজা দিয়েই ক্ষমতায় আসছেন।",1
"পেছনের দরজৃয় নয়,নিরপেক্ষ নির্বাচনের মাধ্যমে আসবে,",0
"শামীম ভাই, ইতিহাস ঘাটলে যুগে যুগে পেছনের দরজা দিয়ে আসার চেয়ে যাওয়ার নজীরই খুঁজে পাওয়া যায়!",0
রাতে অন্ধকারের ভোটে এমপি হওয়ার স্বপ্ন দেখতেছে শামিম সাহেব,1
বীর উত্তম চুন্নু সাহেব সামান্য সুস্ট নির্বাচন হলে জামানত বাজেয়াপ্ত হবে।,0
আলহামদুলিল্লাহ শুভ কামনা রইলো। মুক্তি যোদ্ধারা দেশের শ্রদ্ধার পাএ। মুক্তি যোদ্ধা বিরোধী কোন শক্তি যেন এদেশে আর খমতায় না আসতে পারে।,0
"আপনারা কি এজেন্ট নিছেন কি ক্ষমতায় আসবে বা আসতে পারবেনা,,",0
উনার চেতনা সব সময় খাড়িয়ে থাকে,1
অবৈধ ক্ষমতার হালুয়া আর কত খাবে,1
আসলে সবাই মুক্তিযুদ্ধের চেতনা বিক্রি করে খায়।,0
মির্জা ফখরুলের মতো সৎ আদর্শবান শিক্ষিত মার্জিত ভাষা ব্যবহারী নেতা বাংলাদেশে আর কোন দিন আসবে না।,0
কাদেরের নামে বাজে বকলে আমি মেনে নিবো না।,0
"পৃথিবীর ইতিহাসে আওয়ামী লীগ একমাত্র দল, যাদের জনগণ ছাড়া কোন শত্রু নেই.।",0
পৃথিবীতে একটি জাতি গোষ্ঠী আছে সেটা হলো জনবিছিন্ন গণবিরোধী নিশি রাতের ভোট ডকাত আওয়ামী লীগ যার লজ্জা নাই শরম নাই,1
তত্ত্বাবধায়ক সরকার মৃত নয় সময় সব বলে দেবে,0
আগামী নির্বাচন বিএনপিকে ছাড়াই হবে বুঝতে পারলাম,0
